,win,firstBlood,firstTower,firstInhibitor,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,gameId
527,Win,FALSE,FALSE,TRUE,8,1,0,4,0,4241981057
528,Win,TRUE,TRUE,TRUE,9,2,0,2,2,4236782505
529,Win,FALSE,FALSE,TRUE,9,2,1,4,0,4236023664
530,Win,TRUE,TRUE,TRUE,7,1,0,3,1,4234053890
531,Win,TRUE,TRUE,TRUE,7,1,0,3,2,4233828212
533,Win,TRUE,TRUE,TRUE,9,1,2,3,1,4230334499
534,Win,TRUE,TRUE,FALSE,6,0,1,3,1,4230211547
535,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4229351121
536,Win,FALSE,FALSE,TRUE,8,1,1,0,0,4229227509
538,Win,TRUE,FALSE,TRUE,11,5,1,1,0,4227270829
540,Win,FALSE,FALSE,TRUE,6,1,2,2,0,4225747628
541,Win,TRUE,FALSE,TRUE,9,1,0,4,1,4225135639
542,Win,FALSE,TRUE,TRUE,10,2,1,4,2,4223949945
543,Win,TRUE,FALSE,TRUE,7,1,1,4,0,4221036135
546,Win,TRUE,TRUE,TRUE,9,2,1,5,0,4220821703
547,Win,TRUE,TRUE,TRUE,9,1,1,4,2,4218540056
548,Win,TRUE,TRUE,TRUE,11,1,1,2,1,4218372722
555,Win,TRUE,TRUE,TRUE,9,1,2,4,1,4214502370
557,Win,FALSE,FALSE,TRUE,8,1,1,2,2,4213348633
558,Win,TRUE,TRUE,TRUE,7,1,0,0,2,4211531629
559,Win,FALSE,FALSE,TRUE,10,1,1,2,1,4208290383
560,Win,FALSE,FALSE,TRUE,7,1,2,3,0,4207621421
561,Win,TRUE,TRUE,TRUE,9,1,1,0,2,4207470343
562,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4207375263
563,Win,TRUE,FALSE,TRUE,10,4,2,3,0,4206999607
564,Win,TRUE,TRUE,TRUE,8,1,1,1,0,4207022923
565,Win,FALSE,TRUE,TRUE,9,1,1,4,1,4206855391
570,Win,TRUE,TRUE,TRUE,8,2,0,3,1,4202556832
571,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4202480304
572,Win,FALSE,TRUE,TRUE,9,1,0,3,2,4202430240
573,Win,FALSE,FALSE,TRUE,9,3,1,5,1,4202197510
574,Win,TRUE,FALSE,FALSE,6,1,1,3,0,4202091313
575,Win,TRUE,TRUE,FALSE,5,0,0,2,0,4201733179
576,Win,TRUE,TRUE,FALSE,5,0,0,3,1,4201550035
577,Win,FALSE,TRUE,TRUE,9,2,3,3,0,4201322308
580,Win,TRUE,TRUE,TRUE,10,2,0,2,0,4194020206
582,Win,TRUE,TRUE,TRUE,8,1,0,1,2,4191808901
584,Win,FALSE,TRUE,TRUE,11,4,2,4,1,4240556832
586,Win,TRUE,TRUE,TRUE,9,1,0,1,2,4234152893
587,Win,TRUE,FALSE,TRUE,8,1,1,1,0,4232325720
589,Win,FALSE,TRUE,TRUE,6,1,1,2,2,4229690351
590,Win,FALSE,TRUE,FALSE,5,0,1,0,0,4229333933
591,Win,FALSE,TRUE,TRUE,7,1,0,1,2,4229156551
593,Win,FALSE,TRUE,TRUE,10,3,1,3,2,4228918323
594,Win,FALSE,TRUE,TRUE,10,1,1,3,2,4227039396
595,Win,FALSE,FALSE,TRUE,7,2,0,5,0,4226447690
596,Win,FALSE,TRUE,TRUE,5,1,1,0,1,4225092910
598,Win,FALSE,TRUE,FALSE,5,0,0,1,0,4224365577
599,Win,TRUE,TRUE,TRUE,9,1,0,2,1,4224296199
600,Win,FALSE,FALSE,TRUE,9,1,1,2,0,4222755273
601,Win,TRUE,TRUE,TRUE,6,1,0,3,2,4222507497
602,Win,FALSE,TRUE,TRUE,10,1,1,3,0,4222366466
603,Win,TRUE,FALSE,TRUE,9,1,1,2,0,4222345215
605,Win,TRUE,FALSE,TRUE,7,1,1,1,0,4221787789
606,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4221061734
608,Win,TRUE,TRUE,FALSE,8,1,1,2,2,4220993792
609,Win,TRUE,FALSE,FALSE,6,0,1,4,1,4217925443
610,Win,FALSE,FALSE,FALSE,11,3,1,2,0,4217514739
611,Win,TRUE,TRUE,FALSE,5,0,0,2,0,4217426781
612,Win,TRUE,TRUE,TRUE,9,3,2,4,1,4214722078
613,Win,TRUE,FALSE,FALSE,6,0,1,3,0,4213217435
614,Win,TRUE,TRUE,TRUE,9,1,0,1,2,4213114636
617,Win,FALSE,FALSE,TRUE,9,2,0,3,1,4211456836
618,Win,TRUE,TRUE,FALSE,5,0,0,3,2,4211388539
619,Win,TRUE,TRUE,TRUE,9,1,0,1,0,4211340894
620,Win,TRUE,FALSE,TRUE,8,1,1,3,1,4211171324
621,Win,FALSE,TRUE,TRUE,7,1,1,3,0,4208361338
622,Win,FALSE,TRUE,TRUE,8,1,1,2,0,4199076951
623,Win,TRUE,TRUE,TRUE,9,3,1,5,1,4198823030
624,Win,TRUE,TRUE,TRUE,8,2,1,3,2,4198723238
625,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4198653024
626,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4198258982
627,Win,TRUE,TRUE,TRUE,8,1,0,0,0,4198251409
628,Win,FALSE,TRUE,FALSE,5,0,0,2,1,4198195680
629,Win,FALSE,TRUE,TRUE,9,1,1,2,1,4198108435
630,Win,TRUE,FALSE,TRUE,9,1,1,3,1,4197477196
631,Win,TRUE,TRUE,TRUE,9,2,0,2,0,4197482867
632,Win,TRUE,TRUE,TRUE,7,1,1,1,1,4197438082
633,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4197298850
634,Win,FALSE,FALSE,TRUE,8,1,1,3,0,4197206878
637,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4196806348
638,Win,FALSE,FALSE,FALSE,9,2,2,1,2,4196794410
639,Win,TRUE,TRUE,TRUE,10,1,0,2,2,4196711196
640,Win,TRUE,FALSE,TRUE,8,1,0,3,1,4195948356
641,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4195980347
642,Win,TRUE,TRUE,TRUE,11,3,1,3,1,4195357997
643,Win,TRUE,TRUE,TRUE,7,1,0,4,2,4195302594
644,Win,TRUE,TRUE,TRUE,10,2,1,4,2,4195231762
645,Win,TRUE,TRUE,TRUE,8,1,0,1,2,4193180728
646,Win,TRUE,TRUE,TRUE,11,3,1,2,2,4193142612
647,Win,FALSE,TRUE,TRUE,11,3,1,2,1,4193078156
648,Win,TRUE,TRUE,TRUE,9,1,0,3,2,4193093943
649,Win,TRUE,TRUE,FALSE,5,0,1,3,2,4192961725
650,Win,TRUE,TRUE,TRUE,11,3,1,4,2,4192873593
651,Win,FALSE,TRUE,TRUE,10,1,0,3,1,4192842630
652,Win,FALSE,TRUE,TRUE,11,3,2,4,0,4192750464
653,Win,FALSE,FALSE,TRUE,9,1,0,2,1,4192403857
655,Win,TRUE,TRUE,FALSE,9,2,0,2,1,4192009784
656,Win,TRUE,FALSE,TRUE,8,1,1,3,2,4191622283
657,Win,TRUE,FALSE,FALSE,5,0,0,1,1,4191584905
658,Win,TRUE,TRUE,FALSE,8,0,1,4,2,4191449513
659,Win,FALSE,TRUE,TRUE,8,1,1,3,0,4188832113
660,Win,TRUE,TRUE,TRUE,9,3,1,3,1,4185481830
662,Win,FALSE,TRUE,FALSE,11,4,2,4,2,4183590140
663,Win,FALSE,TRUE,TRUE,10,2,0,3,2,4183399715
665,Win,FALSE,TRUE,TRUE,7,1,0,1,1,4247234477
666,Win,TRUE,FALSE,FALSE,7,0,0,1,1,4239331479
667,Win,TRUE,FALSE,TRUE,11,3,1,1,1,4239182830
668,Win,TRUE,TRUE,TRUE,9,1,2,3,2,4229419728
669,Win,TRUE,TRUE,TRUE,9,2,1,3,2,4225168424
670,Win,FALSE,TRUE,TRUE,7,1,1,3,1,4211694057
671,Win,TRUE,TRUE,TRUE,8,1,0,3,2,4209414882
672,Win,TRUE,TRUE,TRUE,7,2,1,2,2,4209324214
675,Win,TRUE,TRUE,TRUE,9,2,0,4,0,4200012888
677,Win,TRUE,FALSE,TRUE,10,2,1,3,0,4199719934
678,Win,FALSE,TRUE,TRUE,6,1,1,4,2,4199476811
679,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4199097681
680,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4198823688
681,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4193114165
682,Win,FALSE,TRUE,FALSE,5,0,1,3,2,4193084913
683,Win,TRUE,TRUE,FALSE,6,0,1,2,1,4192968109
684,Win,TRUE,TRUE,TRUE,8,1,1,2,2,4190321487
685,Win,FALSE,FALSE,TRUE,9,2,1,4,0,4190016828
686,Win,TRUE,TRUE,TRUE,9,1,0,3,2,4189599672
688,Win,TRUE,FALSE,FALSE,11,3,2,5,1,4188717405
689,Win,TRUE,TRUE,TRUE,10,2,1,2,2,4188379730
690,Win,FALSE,TRUE,TRUE,10,1,1,3,1,4186383416
691,Win,FALSE,TRUE,TRUE,6,1,0,3,2,4186257422
692,Win,TRUE,TRUE,TRUE,11,3,2,2,2,4186159269
693,Win,TRUE,TRUE,TRUE,11,4,0,4,2,4183831545
695,Win,FALSE,TRUE,TRUE,7,1,0,3,0,4181579145
696,Win,TRUE,FALSE,TRUE,9,1,1,1,0,4181571404
697,Win,FALSE,TRUE,TRUE,10,2,0,2,2,4181156732
698,Win,FALSE,TRUE,TRUE,9,1,1,1,2,4181067737
699,Win,TRUE,TRUE,TRUE,9,1,2,3,2,4178170835
700,Win,FALSE,TRUE,TRUE,11,2,1,2,1,4178093731
701,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4176914297
702,Win,FALSE,FALSE,TRUE,9,2,1,3,0,4174679615
703,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4174724547
704,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4174639568
705,Win,TRUE,TRUE,TRUE,5,1,0,2,1,4173379964
706,Win,TRUE,TRUE,TRUE,9,1,0,2,2,4173161793
707,Win,FALSE,FALSE,TRUE,7,2,1,4,0,4171901934
708,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4171724825
710,Win,TRUE,FALSE,TRUE,8,1,0,3,0,4171002654
711,Win,TRUE,TRUE,TRUE,11,1,1,3,1,4170900747
715,Win,TRUE,TRUE,TRUE,9,2,1,1,1,4169858183
716,Win,TRUE,FALSE,TRUE,7,1,0,2,1,4169811191
718,Win,FALSE,TRUE,TRUE,9,2,1,4,2,4167791783
719,Win,TRUE,FALSE,FALSE,8,1,0,5,1,4167063114
720,Win,TRUE,TRUE,TRUE,6,1,1,2,1,4166892422
721,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4166792115
722,Win,FALSE,TRUE,TRUE,8,1,0,3,1,4166744793
723,Win,TRUE,TRUE,TRUE,10,2,0,2,2,4166641452
724,Win,TRUE,TRUE,TRUE,9,2,0,4,2,4166375373
726,Win,FALSE,FALSE,FALSE,7,1,0,3,0,4165655918
727,Win,TRUE,FALSE,FALSE,5,0,1,4,0,4165610081
729,Win,TRUE,TRUE,TRUE,9,2,0,1,2,4163618623
730,Win,FALSE,FALSE,TRUE,11,3,1,2,1,4163594552
733,Win,FALSE,FALSE,TRUE,7,1,1,3,1,4163372703
735,Win,FALSE,TRUE,FALSE,7,1,1,3,1,4161369897
737,Win,FALSE,FALSE,TRUE,10,2,1,4,0,4256709425
738,Win,TRUE,FALSE,TRUE,9,2,1,4,0,4255555265
739,Win,TRUE,FALSE,FALSE,5,0,0,1,1,4255437449
740,Win,FALSE,FALSE,TRUE,9,2,2,2,1,4255353758
741,Win,FALSE,TRUE,TRUE,9,1,1,4,0,4255264506
742,Win,FALSE,TRUE,TRUE,10,2,1,2,1,4255147211
743,Win,TRUE,TRUE,FALSE,6,0,0,1,1,4254140206
745,Win,FALSE,TRUE,TRUE,8,2,2,4,1,4253447280
747,Win,FALSE,TRUE,FALSE,8,1,1,4,1,4252643772
748,Win,TRUE,FALSE,FALSE,9,2,2,3,1,4251416446
749,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4251317064
750,Win,TRUE,TRUE,TRUE,7,1,1,3,1,4251100439
751,Win,TRUE,TRUE,FALSE,7,0,0,3,2,4250674493
752,Win,TRUE,TRUE,TRUE,10,2,0,4,2,4249837783
754,Win,TRUE,TRUE,TRUE,6,1,0,3,1,4249512651
755,Win,TRUE,TRUE,FALSE,7,0,0,2,0,4249275075
756,Win,TRUE,TRUE,TRUE,10,2,1,1,2,4249117150
760,Win,TRUE,TRUE,TRUE,10,2,2,1,1,4246786287
762,Win,FALSE,FALSE,TRUE,7,1,1,1,1,4246183363
763,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4246114523
764,Win,TRUE,FALSE,TRUE,10,2,1,4,1,4245866222
766,Win,TRUE,TRUE,TRUE,11,5,1,5,2,4244498058
767,Win,TRUE,FALSE,TRUE,9,1,0,3,1,4244483847
768,Win,TRUE,TRUE,TRUE,8,2,0,2,2,4244327070
770,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4244042490
772,Win,TRUE,FALSE,TRUE,7,2,1,2,1,4243439404
775,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4242789966
776,Win,FALSE,TRUE,TRUE,10,1,0,3,1,4242618833
777,Win,FALSE,TRUE,FALSE,6,0,0,3,2,4241938123
778,Win,TRUE,FALSE,TRUE,9,1,0,3,1,4241893185
780,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4240454714
781,Win,TRUE,FALSE,TRUE,6,1,0,3,1,4240386069
782,Win,TRUE,TRUE,TRUE,10,2,1,1,1,4240318103
784,Win,TRUE,TRUE,TRUE,9,2,0,2,0,4239416228
785,Win,FALSE,TRUE,TRUE,11,3,1,0,2,4239361391
786,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4239012713
787,Win,FALSE,FALSE,TRUE,8,1,2,4,0,4238828204
788,Win,TRUE,FALSE,TRUE,9,2,0,4,1,4238771288
789,Win,TRUE,TRUE,TRUE,10,2,0,0,1,4238563714
790,Win,FALSE,TRUE,TRUE,10,1,1,2,1,4238353789
791,Win,TRUE,FALSE,TRUE,7,1,0,3,0,4237947438
792,Win,FALSE,TRUE,TRUE,5,1,0,1,1,4237834731
793,Win,TRUE,FALSE,TRUE,8,1,1,1,1,4237621544
794,Win,FALSE,TRUE,TRUE,10,5,2,3,1,4237061574
795,Win,TRUE,FALSE,TRUE,8,1,1,2,1,4237010749
797,Win,FALSE,TRUE,TRUE,8,1,0,2,1,4235218059
806,Win,TRUE,TRUE,TRUE,9,2,0,2,0,4234383561
807,Win,FALSE,TRUE,TRUE,7,1,0,2,2,4234248161
808,Win,FALSE,FALSE,TRUE,9,2,1,4,0,4234077689
809,Win,TRUE,FALSE,TRUE,8,2,0,3,1,4233035098
810,Win,FALSE,FALSE,FALSE,8,1,1,2,1,4232896555
811,Win,TRUE,TRUE,TRUE,10,2,1,5,1,4232619808
813,Win,TRUE,FALSE,FALSE,11,3,1,4,0,4254202458
814,Win,FALSE,TRUE,TRUE,10,3,1,1,1,4252748238
815,Win,FALSE,TRUE,TRUE,10,2,0,2,1,4249625735
818,Win,FALSE,TRUE,FALSE,8,1,1,4,1,4244761455
819,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4244549095
823,Win,TRUE,TRUE,FALSE,6,0,0,3,1,4238102271
824,Win,FALSE,TRUE,FALSE,6,0,0,1,1,4230388021
825,Win,TRUE,TRUE,TRUE,8,1,0,3,1,4230434428
827,Win,FALSE,TRUE,TRUE,8,1,1,2,1,4230254184
829,Win,TRUE,TRUE,TRUE,9,1,0,1,2,4227364012
830,Win,FALSE,TRUE,TRUE,8,1,1,3,1,4226012364
831,Win,FALSE,TRUE,TRUE,9,1,1,2,1,4225815232
833,Win,TRUE,TRUE,TRUE,11,3,1,3,1,4225094831
834,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4224750926
835,Win,TRUE,TRUE,TRUE,6,1,1,2,0,4224329277
836,Win,FALSE,TRUE,TRUE,8,1,0,2,1,4224188487
838,Win,TRUE,TRUE,TRUE,11,2,0,3,1,4223734241
839,Win,FALSE,TRUE,TRUE,6,1,0,3,2,4223665661
840,Win,FALSE,FALSE,FALSE,7,1,1,3,1,4223443219
841,Win,TRUE,FALSE,TRUE,9,2,1,2,0,4223254027
842,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4222887870
843,Win,FALSE,FALSE,TRUE,7,1,1,3,0,4219852740
844,Win,TRUE,TRUE,TRUE,7,2,0,3,1,4219589569
846,Win,FALSE,TRUE,TRUE,8,2,1,3,2,4213316929
848,Win,FALSE,TRUE,FALSE,6,0,0,1,1,4211752991
849,Win,FALSE,TRUE,TRUE,8,1,1,2,2,4209322654
852,Win,FALSE,FALSE,TRUE,5,1,0,1,1,4207007489
853,Win,FALSE,TRUE,TRUE,7,1,1,3,0,4206398450
854,Win,FALSE,TRUE,TRUE,8,1,1,2,2,4204833685
855,Win,TRUE,TRUE,TRUE,7,1,0,1,2,4204477316
856,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4202315616
859,Win,TRUE,TRUE,TRUE,9,1,0,3,1,4199777189
860,Win,TRUE,TRUE,TRUE,9,2,0,3,0,4199713465
862,Win,TRUE,TRUE,TRUE,8,1,1,2,2,4197290952
863,Win,TRUE,TRUE,TRUE,8,2,1,3,1,4196269717
864,Win,FALSE,TRUE,FALSE,5,0,0,2,2,4195465727
865,Win,FALSE,TRUE,TRUE,8,1,1,3,0,4195442007
867,Win,FALSE,FALSE,TRUE,9,2,2,5,1,4194977840
868,Win,TRUE,TRUE,TRUE,8,1,0,3,2,4194099343
869,Win,FALSE,TRUE,TRUE,9,2,0,2,1,4192818459
871,Win,FALSE,TRUE,TRUE,9,2,1,4,2,4190169398
872,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4189852225
873,Win,FALSE,FALSE,TRUE,10,2,2,4,0,4189262303
874,Win,FALSE,TRUE,TRUE,9,1,1,2,1,4188890199
875,Win,TRUE,FALSE,TRUE,10,3,1,4,1,4188763249
876,Win,FALSE,FALSE,TRUE,10,3,2,3,1,4188662882
878,Win,TRUE,TRUE,FALSE,5,0,0,0,0,4252862949
879,Win,TRUE,TRUE,TRUE,6,1,0,0,0,4252364852
880,Win,FALSE,FALSE,TRUE,7,2,0,2,2,4252283013
881,Win,TRUE,TRUE,TRUE,10,2,0,1,0,4251883484
883,Win,TRUE,TRUE,TRUE,9,2,0,2,0,4250923906
884,Win,TRUE,TRUE,TRUE,7,3,0,2,0,4250023278
889,Win,TRUE,TRUE,TRUE,10,2,1,3,1,4246425407
897,Win,TRUE,TRUE,FALSE,6,0,0,3,2,4241494288
898,Win,TRUE,TRUE,TRUE,9,2,1,4,2,4241299320
900,Win,TRUE,TRUE,TRUE,6,1,0,3,1,4238610442
901,Win,TRUE,TRUE,TRUE,8,1,0,3,1,4237903324
907,Win,TRUE,TRUE,TRUE,10,4,0,3,0,4231101842
916,Win,FALSE,TRUE,TRUE,8,1,0,2,1,4221485761
919,Win,TRUE,TRUE,TRUE,8,1,0,0,2,4214350448
921,Win,FALSE,TRUE,TRUE,7,2,0,3,1,4212158339
922,Win,FALSE,FALSE,TRUE,7,1,1,2,0,4212143267
923,Win,TRUE,TRUE,TRUE,6,1,1,3,2,4212070940
926,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4210171723
931,Win,TRUE,TRUE,TRUE,7,1,0,4,1,4204661174
936,Win,TRUE,TRUE,FALSE,6,0,1,3,2,4202088927
949,Win,FALSE,TRUE,TRUE,7,1,2,4,0,4197472251
954,Win,TRUE,TRUE,TRUE,8,1,1,3,2,4192957162
958,Win,FALSE,FALSE,FALSE,5,0,0,2,2,4186280685
959,Win,FALSE,TRUE,TRUE,8,1,1,3,1,4186130455
960,Win,FALSE,TRUE,FALSE,5,0,1,3,1,4185989804
964,Win,FALSE,FALSE,TRUE,11,4,3,5,1,4181705034
965,Win,FALSE,TRUE,TRUE,7,1,1,4,1,4241720156
968,Win,TRUE,TRUE,TRUE,11,3,0,3,2,4235176790
971,Win,FALSE,TRUE,FALSE,7,2,1,3,0,4225154052
972,Win,TRUE,TRUE,FALSE,8,1,1,2,2,4222981609
976,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4195512772
977,Win,FALSE,TRUE,FALSE,5,0,0,4,0,4195306876
980,Win,FALSE,TRUE,TRUE,11,1,1,4,0,4183734983
981,Win,TRUE,TRUE,TRUE,10,2,1,3,1,4183483218
982,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4169940189
983,Win,TRUE,TRUE,TRUE,10,2,1,1,1,4169476503
984,Win,TRUE,FALSE,TRUE,6,1,1,2,2,4157308027
986,Win,TRUE,TRUE,TRUE,11,3,1,2,2,4157018462
987,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4156941627
989,Win,TRUE,FALSE,TRUE,8,1,0,1,0,4156367927
990,Win,TRUE,TRUE,TRUE,9,1,0,1,2,4156261732
992,Win,TRUE,TRUE,TRUE,7,1,1,3,1,4146083214
993,Win,TRUE,TRUE,FALSE,5,0,1,4,1,4145934373
994,Win,TRUE,TRUE,FALSE,6,0,1,5,2,4145735543
999,Win,TRUE,TRUE,TRUE,8,1,0,2,0,4143939898
1000,Win,TRUE,TRUE,TRUE,7,1,1,1,1,4143854440
1001,Win,TRUE,FALSE,TRUE,9,2,1,4,1,4142534638
1002,Win,FALSE,TRUE,TRUE,9,1,0,2,2,4142426740
1004,Win,TRUE,TRUE,FALSE,6,0,0,3,1,4142258786
1007,Win,TRUE,TRUE,TRUE,10,3,1,3,2,4141376491
1009,Win,TRUE,TRUE,TRUE,9,2,1,2,1,4133704072
1010,Win,TRUE,FALSE,FALSE,5,1,1,3,0,4132934871
1012,Win,TRUE,TRUE,TRUE,8,1,1,0,2,4122280786
1014,Win,TRUE,FALSE,FALSE,5,0,2,4,0,4120560073
1015,Win,TRUE,TRUE,TRUE,10,2,0,1,1,4120288145
1018,Win,FALSE,FALSE,TRUE,6,1,0,3,0,4105535751
1019,Win,TRUE,FALSE,TRUE,9,1,1,4,1,4099143422
1020,Win,TRUE,TRUE,TRUE,10,1,1,2,2,4099048091
1021,Win,TRUE,TRUE,TRUE,9,1,0,4,0,4098978017
1022,Win,TRUE,TRUE,TRUE,9,3,0,3,2,4098884287
1023,Win,TRUE,TRUE,TRUE,8,2,0,3,2,4098780810
1024,Win,FALSE,TRUE,TRUE,8,1,1,3,0,4098545743
1025,Win,TRUE,TRUE,TRUE,11,6,1,2,2,4098290407
1026,Win,FALSE,TRUE,FALSE,5,0,0,1,0,4096486375
1028,Win,TRUE,TRUE,TRUE,9,1,1,3,1,4096271690
1029,Win,FALSE,FALSE,TRUE,7,1,1,2,1,4096059186
1031,Win,TRUE,FALSE,TRUE,11,3,2,3,0,4253659445
1033,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4249045332
1034,Win,FALSE,TRUE,FALSE,5,0,0,1,1,4249002369
1036,Win,FALSE,TRUE,TRUE,7,1,1,1,2,4248717579
1039,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4245842420
1041,Win,FALSE,FALSE,TRUE,7,1,0,2,0,4244467753
1043,Win,FALSE,TRUE,TRUE,9,2,1,2,2,4234193967
1044,Win,TRUE,FALSE,TRUE,7,1,0,2,0,4233934946
1045,Win,TRUE,TRUE,FALSE,5,0,1,2,0,4232960813
1046,Win,FALSE,TRUE,TRUE,7,1,1,2,0,4232779734
1047,Win,FALSE,FALSE,TRUE,10,2,1,3,1,4232357923
1048,Win,TRUE,TRUE,TRUE,11,4,1,3,2,4230390270
1049,Win,TRUE,TRUE,TRUE,9,3,0,4,1,4229545810
1050,Win,TRUE,TRUE,TRUE,11,3,1,0,1,4229259728
1051,Win,FALSE,TRUE,TRUE,8,1,1,2,2,4227365553
1052,Win,FALSE,FALSE,TRUE,7,1,0,3,1,4227272531
1053,Win,TRUE,TRUE,TRUE,11,3,2,4,0,4226931870
1054,Win,FALSE,TRUE,TRUE,9,2,1,3,2,4226501631
1055,Win,TRUE,TRUE,TRUE,11,2,0,0,0,4225251710
1062,Win,TRUE,TRUE,TRUE,8,2,1,4,1,4220309211
1072,Win,TRUE,FALSE,TRUE,8,1,1,4,1,4211517235
1074,Win,FALSE,TRUE,TRUE,6,1,1,3,0,4210422356
1075,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4209429065
1076,Win,TRUE,TRUE,FALSE,6,0,1,2,0,4208106197
1078,Win,FALSE,FALSE,TRUE,10,2,1,2,1,4206704688
1079,Win,FALSE,TRUE,TRUE,8,1,0,2,0,4204818635
1081,Win,TRUE,TRUE,TRUE,7,1,0,1,2,4204810613
1084,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4204100389
1085,Win,TRUE,TRUE,TRUE,7,2,1,3,2,4202146101
1086,Win,TRUE,FALSE,TRUE,6,1,1,3,1,4201535624
1087,Win,FALSE,TRUE,TRUE,11,3,1,3,0,4199569793
1088,Win,TRUE,TRUE,TRUE,11,2,1,3,1,4199561253
1089,Win,TRUE,TRUE,TRUE,6,1,0,0,1,4255287852
1090,Win,TRUE,FALSE,TRUE,10,2,1,2,2,4253911280
1091,Win,TRUE,FALSE,TRUE,9,2,1,2,1,4246282654
1092,Win,TRUE,TRUE,TRUE,11,3,1,3,2,4244481955
1095,Win,FALSE,FALSE,TRUE,7,1,1,2,0,4243034159
1098,Win,FALSE,FALSE,TRUE,8,1,1,3,0,4242460794
1099,Win,TRUE,TRUE,TRUE,9,3,1,4,2,4232598815
1100,Win,FALSE,FALSE,TRUE,6,1,1,3,0,4231212717
1101,Win,FALSE,FALSE,TRUE,11,2,1,3,2,4230370908
1102,Win,FALSE,TRUE,TRUE,9,1,1,2,2,4224137916
1104,Win,FALSE,TRUE,TRUE,8,2,1,3,1,4221248751
1105,Win,TRUE,TRUE,TRUE,11,3,1,3,2,4219987960
1106,Win,FALSE,FALSE,TRUE,7,1,0,1,0,4219939500
1107,Win,TRUE,TRUE,TRUE,9,2,0,2,2,4219850511
1108,Win,TRUE,TRUE,TRUE,10,2,1,1,2,4216805507
1109,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4215852630
1110,Win,FALSE,TRUE,FALSE,5,0,1,2,0,4215753481
1112,Win,TRUE,TRUE,TRUE,6,1,1,1,2,4215010995
1113,Win,FALSE,TRUE,FALSE,5,0,0,1,1,4214728537
1114,Win,TRUE,TRUE,TRUE,7,1,1,3,2,4214760801
1115,Win,TRUE,TRUE,TRUE,10,2,1,4,1,4214253237
1117,Win,FALSE,TRUE,TRUE,10,1,1,3,1,4246942913
1118,Win,TRUE,TRUE,TRUE,9,1,0,3,2,4238863353
1119,Win,FALSE,FALSE,TRUE,8,1,1,3,1,4236381300
1121,Win,TRUE,FALSE,TRUE,10,2,2,4,0,4218440502
1122,Win,TRUE,TRUE,TRUE,7,1,0,1,0,4218371288
1123,Win,FALSE,TRUE,FALSE,6,0,0,2,2,4204446541
1124,Win,FALSE,FALSE,TRUE,9,1,1,3,1,4204364678
1125,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4196699984
1126,Win,TRUE,TRUE,TRUE,10,1,1,3,1,4195242922
1127,Win,FALSE,FALSE,FALSE,7,1,1,2,1,4194650288
1128,Win,TRUE,TRUE,TRUE,7,1,0,3,2,4194441674
1129,Win,TRUE,FALSE,FALSE,8,1,1,3,1,4194381229
1130,Win,FALSE,FALSE,TRUE,8,1,1,3,0,4194321989
1131,Win,TRUE,TRUE,TRUE,6,1,0,3,1,4193749367
1132,Win,FALSE,FALSE,TRUE,6,1,0,3,0,4192155437
1134,Win,FALSE,TRUE,TRUE,7,1,0,3,1,4191387376
1135,Win,FALSE,FALSE,TRUE,9,1,1,2,0,4190862405
